name,state,cdate
A/Sydney/1092/2016|EPI_ISL_239951|NSW|2016-09-02,NSW,2016-09-02
A/Brisbane/224/2016|EPI_ISL_239901|QLD|2016-09-25,QLD,2016-09-25
A/Victoria/624/2016|EPI_ISL_239849|VIC|2016-11-07,VIC,2016-11-07
A/Tasmania/75/2016|EPI_ISL_239839|TAS|2016-10-03,TAS,2016-10-03
A/Tasmania/199/2016|EPI_ISL_239838|TAS|2016-11-25,TAS,2016-11-25
A/Newcastle/64/2015|EPI_ISL_226255|NSW|2015-12-05,NSW,2015-12-05
A/Victoria/2079/2016|EPI_ISL_234229|VIC|2016-08-11,VIC,2016-08-11
A/Victoria/582/2016|EPI_ISL_234222|VIC|2016-08-17,VIC,2016-08-17
A/Victoria/576/2016|EPI_ISL_234203|VIC|2016-08-05,VIC,2016-08-05
A/Newcastle/102/2016|EPI_ISL_234180|NSW|2016-08-05,NSW,2016-08-05
A/Victoria/548/2016|EPI_ISL_234159|VIC|2016-08-15,VIC,2016-08-15
A/Victoria/542/2016|EPI_ISL_234151|VIC|2016-08-01,VIC,2016-08-01
A/Perth/22/2016|EPI_ISL_234132|WA|2016-04-15,WA,2016-04-15
A/Brisbane/68/2016|EPI_ISL_234131|QLD|2016-03-14,QLD,2016-03-14
A/Perth/78/2016|EPI_ISL_234101|WA|2016-07-24,WA,2016-07-24
A/SouthAustralia/32/2016|EPI_ISL_233867|SA|2016-06-10,SA,2016-06-10
A/Victoria/2015/2016|EPI_ISL_233819|VIC|2016-03-15,VIC,2016-03-15
A/Sydney/80/2016|EPI_ISL_233805|NSW|2016-03-03,NSW,2016-03-03
A/Sydney/40/2016|EPI_ISL_233803|NSW|2016-03-29,NSW,2016-03-29
A/Canberra/11/2016|EPI_ISL_233341|ACT|2016-07-20,ACT,2016-07-20
A/SouthAustralia/60/2016|EPI_ISL_233313|SA|2016-07-13,SA,2016-07-13
A/Sydney/171/2016|EPI_ISL_233283|NSW|2016-07-29,NSW,2016-07-29
A/SouthAustralia/1067/2017|EPI_ISL_289892|SA|2017-09-14,SA,2017-09-14
A/Sydney/1177/2017|EPI_ISL_289887|NSW|2017-09-11,NSW,2017-09-11
A/SouthAustralia/1053/2017|EPI_ISL_289869|SA|2017-09-05,SA,2017-09-05
A/Townsville/1012/2017|EPI_ISL_289861|QLD|2017-08-28,QLD,2017-08-28
A/Perth/277/2016|EPI_ISL_289852|WA|2016-09-30,WA,2016-09-30
A/Perth/141/2016|EPI_ISL_289841|WA|2016-08-22,WA,2016-08-22
A/Sydney/80/2016|EPI_ISL_289146|NSW|2016-03-03,NSW,2016-03-03
A/SouthAustralia/29/2016|EPI_ISL_289123|SA|2016-05-31,SA,2016-05-31
A/SouthAustralia/31/2016|EPI_ISL_289138|SA|2016-06-10,SA,2016-06-10
A/Brisbane/66/2016|EPI_ISL_289133|QLD|2016-03-08,QLD,2016-03-08
A/Newcastle/187/2016|EPI_ISL_289031|NSW|2016-09-10,NSW,2016-09-10
A/Sydney/1143/2017|EPI_ISL_288977|NSW|2017-08-28,NSW,2017-08-28
A/Victoria/718/2017|EPI_ISL_288967|VIC|2017-08-31,VIC,2017-08-31
A/Victoria/2111/2017|EPI_ISL_288961|VIC|2017-08-12,VIC,2017-08-12
A/Darwin/1011/2017|EPI_ISL_288943|NT|2017-08-23,NT,2017-08-23
A/Darwin/1010/2017|EPI_ISL_288942|NT|2017-08-21,NT,2017-08-21
A/SouthAustralia/1043/2017|EPI_ISL_288941|SA|2017-08-29,SA,2017-08-29
A/Sydney/1132/2017|EPI_ISL_288937|NSW|2017-08-16,NSW,2017-08-16
A/Victoria/1027/2017|EPI_ISL_288934|VIC|2017-08-21,VIC,2017-08-21
A/Victoria/1023/2017|EPI_ISL_288916|VIC|2017-08-25,VIC,2017-08-25
A/Sydney/1122/2017|EPI_ISL_288905|NSW|2017-08-20,NSW,2017-08-20
A/Brisbane/1/2017|EPI_ISL_288867|QLD|2017-01-02,QLD,2017-01-02
A/SouthAustralia/147/2016|EPI_ISL_288843|SA|2016-11-11,SA,2016-11-11
A/Sydney/21/2012|EPI_ISL_288798|NSW|2012-05-18,NSW,2012-05-18
A/Sydney/26/2014|EPI_ISL_288220|NSW|2014-03-01,NSW,2014-03-01
A/Brisbane/40/2015|EPI_ISL_288139|QLD|2015-03-14,QLD,2015-03-14
A/Newcastle/17/2015|EPI_ISL_288017|NSW|2015-06-24,NSW,2015-06-24
A/Victoria/9/2015|EPI_ISL_288028|VIC|2015-05-21,VIC,2015-05-21
A/Newcastle/14/2015|EPI_ISL_288020|NSW|2015-06-21,NSW,2015-06-21
A/Victoria/538/2015|EPI_ISL_287987|VIC|2015-07-09,VIC,2015-07-09
A/Victoria/820/2015|EPI_ISL_287982|VIC|2015-07-23,VIC,2015-07-23
A/Townsville/16/2015|EPI_ISL_287980|QLD|2015-06-19,QLD,2015-06-19
A/Sydney/1010/2015|EPI_ISL_287956|NSW|2015-07-14,NSW,2015-07-14
A/Perth/94/2015|EPI_ISL_287947|WA|2015-08-05,WA,2015-08-05
A/SouthAustralia/132/2015|EPI_ISL_287924|SA|2015-09-10,SA,2015-09-10
A/SouthAustralia/129/2015|EPI_ISL_287923|SA|2015-09-12,SA,2015-09-12
A/Perth/65/2015|EPI_ISL_287890|WA|2015-07-13,WA,2015-07-13
A/SouthAustralia/1006/2015|EPI_ISL_287860|SA|2015-07-10,SA,2015-07-10
A/Victoria/3100/2015|EPI_ISL_287859|VIC|2015-09-15,VIC,2015-09-15
A/Victoria/640/2015|EPI_ISL_287858|VIC|2015-09-24,VIC,2015-09-24
A/Brisbane/174/2015|EPI_ISL_287852|QLD|2015-09-07,QLD,2015-09-07
A/SouthAustralia/139/2015|EPI_ISL_287843|SA|2015-09-03,SA,2015-09-03
A/SouthAustralia/1036/2015|EPI_ISL_287840|SA|2015-10-12,SA,2015-10-12
A/Victoria/50/2015|EPI_ISL_287838|VIC|2015-08-18,VIC,2015-08-18
A/SouthAustralia/146/2015|EPI_ISL_287836|SA|2015-10-07,SA,2015-10-07
A/Darwin/1000/2015|EPI_ISL_287834|NT|2015-10-08,NT,2015-10-08
A/Sydney/248/2015|EPI_ISL_287832|NSW|2015-09-02,NSW,2015-09-02
A/Victoria/52/2015|EPI_ISL_287828|VIC|2015-08-21,VIC,2015-08-21
A/SouthAustralia/1038/2015|EPI_ISL_287826|SA|2015-09-15,SA,2015-09-15
A/Brisbane/184/2015|EPI_ISL_287810|QLD|2015-10-24,QLD,2015-10-24
A/Sydney/225/2015|EPI_ISL_287820|NSW|2015-09-05,NSW,2015-09-05
A/Sydney/224/2015|EPI_ISL_287819|NSW|2015-09-04,NSW,2015-09-04
A/Townsville/37/2015|EPI_ISL_287812|QLD|2015-10-18,QLD,2015-10-18
A/Brisbane/140/2017|EPI_ISL_283124|QLD|2017-08-22,QLD,2017-08-22
A/Victoria/708/2017|EPI_ISL_283122|VIC|2017-09-02,VIC,2017-09-02
A/Tasmania/37/2017|EPI_ISL_282649|TAS|2017-07-20,TAS,2017-07-20
A/Tasmania/32/2017|EPI_ISL_278010|TAS|2017-07-16,TAS,2017-07-16
A/Tasmania/30/2017|EPI_ISL_278009|TAS|2017-07-14,TAS,2017-07-14
A/Victoria/548/2017|EPI_ISL_277995|VIC|2017-07-14,VIC,2017-07-14
A/Victoria/60/2017|EPI_ISL_277991|VIC|2017-07-31,VIC,2017-07-31
A/Victoria/561/2017|EPI_ISL_277990|VIC|2017-07-14,VIC,2017-07-14
A/Victoria/560/2017|EPI_ISL_277989|VIC|2017-07-15,VIC,2017-07-15
A/Tasmania/35/2017|EPI_ISL_277986|TAS|2017-07-22,TAS,2017-07-22
A/Victoria/652/2017|EPI_ISL_277939|VIC|2017-08-10,VIC,2017-08-10
A/Victoria/639/2017|EPI_ISL_277933|VIC|2017-08-08,VIC,2017-08-08
A/Victoria/646/2017|EPI_ISL_277921|VIC|2017-08-10,VIC,2017-08-10
A/Sydney/1093/2017|EPI_ISL_277911|NSW|2017-08-03,NSW,2017-08-03
A/Victoria/617/2017|EPI_ISL_277603|VIC|2017-07-28,VIC,2017-07-28
A/Victoria/32/2017|EPI_ISL_277593|VIC|2017-07-10,VIC,2017-07-10
A/Victoria/2052/2017|EPI_ISL_277588|VIC|2017-06-29,VIC,2017-06-29
A/Victoria/46/2017|EPI_ISL_277358|VIC|2017-07-15,VIC,2017-07-15
A/Victoria/43/2017|EPI_ISL_277356|VIC|2017-07-14,VIC,2017-07-14
A/Tasmania/14/2017|EPI_ISL_277346|TAS|2017-07-16,TAS,2017-07-16
A/Victoria/2027/2017|EPI_ISL_277327|VIC|2017-06-19,VIC,2017-06-19
A/SouthAustralia/164/2018|EPI_ISL_336143|SA|2018-11-05,SA,2018-11-05
A/Victoria/753/2018|EPI_ISL_336142|VIC|2018-11-07,VIC,2018-11-07
A/SouthAustralia/176/2018|EPI_ISL_336141|SA|2018-11-03,SA,2018-11-03
A/Victoria/2093/2018|EPI_ISL_334091|VIC|2018-10-03,VIC,2018-10-03
A/Perth/151/2018|EPI_ISL_334090|WA|2018-09-30,WA,2018-09-30
A/Victoria/2104/2018|EPI_ISL_334089|VIC|2018-10-08,VIC,2018-10-08
A/SouthAustralia/199/2018|EPI_ISL_334087|SA|2018-11-20,SA,2018-11-20
A/Brisbane/1016/2018|EPI_ISL_333937|QLD|2018-09-24,QLD,2018-09-24
A/SouthAustralia/116/2018|EPI_ISL_332793|SA|2018-10-08,SA,2018-10-08
A/Tasmania/1001/2018|EPI_ISL_332745|TAS|2018-10-02,TAS,2018-10-02
A/Victoria/1004/2018|EPI_ISL_332744|VIC|2018-10-03,VIC,2018-10-03
A/Victoria/909/2018|EPI_ISL_332743|VIC|2018-10-27,VIC,2018-10-27
A/SouthAustralia/75/2018|EPI_ISL_332740|SA|2018-09-21,SA,2018-09-21
A/Sydney/182/2018|EPI_ISL_332734|NSW|2018-10-18,NSW,2018-10-18
A/SouthAustralia/1023/2018|EPI_ISL_332733|SA|2018-09-28,SA,2018-09-28
A/Perth/1029/2018|EPI_ISL_332732|WA|2018-09-21,WA,2018-09-21
A/SouthAustralia/123/2018|EPI_ISL_332656|SA|2018-10-10,SA,2018-10-10
A/SouthAustralia/1028/2018|EPI_ISL_332647|SA|2018-10-13,SA,2018-10-13
A/Brisbane/36/2018|EPI_ISL_331890|QLD|2018-03-24,QLD,2018-03-24
A/Victoria/23/2018|EPI_ISL_331784|VIC|2018-10-01,VIC,2018-10-01
A/Perth/103/2018|EPI_ISL_331777|WA|2018-09-03,WA,2018-09-03
A/Sydney/179/2018|EPI_ISL_331776|NSW|2018-10-07,NSW,2018-10-07
A/Victoria/2042/2018|EPI_ISL_331775|VIC|2018-08-28,VIC,2018-08-28
A/Victoria/2038/2018|EPI_ISL_330734|VIC|2018-08-22,VIC,2018-08-22
A/Perth/1024/2018|EPI_ISL_330114|WA|2018-09-06,WA,2018-09-06
A/Sydney/22/2018|EPI_ISL_330026|NSW|2018-03-03,NSW,2018-03-03
A/Brisbane/43/2018|EPI_ISL_330023|Queensland|2018-04-07,Queensland,2018-04-07
A/Brisbane/34/2018|EPI_ISL_330022|Queensland|2018-03-17,Queensland,2018-03-17
A/Canberra/9/2018|EPI_ISL_329735|ACT|2018-06-14,ACT,2018-06-14
A/Newcastle/19/2018|EPI_ISL_329733|NSW|2018-03-12,NSW,2018-03-12
A/SouthAustralia/22/2018|EPI_ISL_323115|SA|2018-08-01,SA,2018-08-01
A/Perth/43/2018|EPI_ISL_323050|WA|2018-07-12,WA,2018-07-12
A/Newcastle/48/2018|EPI_ISL_323048|NSW|2018-08-12,NSW,2018-08-12
A/Townsville/23/2018|EPI_ISL_322727|QLD|2018-07-21,QLD,2018-07-21
A/Brisbane/115/2018|EPI_ISL_322717|QLD|2018-07-19,QLD,2018-07-19
A/Brisbane/106/2018|EPI_ISL_322716|QLD|2018-07-05,QLD,2018-07-05
A/Brisbane/101/2018|EPI_ISL_322714|QLD|2018-07-02,QLD,2018-07-02
A/SouthAustralia/1009/2018|EPI_ISL_322342|SA|2018-07-17,SA,2018-07-17
A/Sydney/515/2018|EPI_ISL_322339|NSW|2018-04-21,NSW,2018-04-21
A/Newcastle/9/2018|EPI_ISL_321457|NSW|2018-02-21,NSW,2018-02-21
A/Sydney/34/2018|EPI_ISL_321455|NSW|2018-04-13,NSW,2018-04-13
A/Sydney/68/2018|EPI_ISL_321451|NSW|2018-07-02,NSW,2018-07-02
A/SouthAustralia/10/2018|EPI_ISL_320966|SA|2018-04-03,SA,2018-04-03
A/Brisbane/32/2018|EPI_ISL_320942|QLD|2018-03-13,QLD,2018-03-13
A/Brisbane/40/2018|EPI_ISL_320940|QLD|2018-04-04,QLD,2018-04-04
A/Brisbane/64/2018|EPI_ISL_320401|QLD|2018-05-21,QLD,2018-05-21
A/Sydney/1002/2018|EPI_ISL_320399|NSW|2018-06-08,NSW,2018-06-08
A/SouthAustralia/12/2018|EPI_ISL_320398|SA|2018-05-29,SA,2018-05-29
A/SouthAustralia/13/2018|EPI_ISL_320397|SA|2018-05-29,SA,2018-05-29
A/Newcastle/13/2018|EPI_ISL_320380|NSW|2018-03-13,NSW,2018-03-13
A/Newcastle/11/2018|EPI_ISL_320378|NSW|2018-03-23,NSW,2018-03-23
A/Brisbane/58/2018|EPI_ISL_320361|QLD|2018-04-24,QLD,2018-04-24
A/Brisbane/25/2018|EPI_ISL_314628|QLD|2018-02-23,QLD,2018-02-23
A/Darwin/1000/2018|EPI_ISL_314623|NT|2018-01-23,NT,2018-01-23
A/SouthAustralia/2/2018|EPI_ISL_314620|SA|2018-01-06,SA,2018-01-06
A/SouthAustralia/5/2018|EPI_ISL_314619|SA|2018-01-24,SA,2018-01-24
A/SouthAustralia/1/2018|EPI_ISL_314614|SA|2018-01-04,SA,2018-01-04
A/SouthAustralia/3/2018|EPI_ISL_314613|SA|2018-01-08,SA,2018-01-08
A/SouthAustralia/7/2018|EPI_ISL_314611|SA|2018-03-11,SA,2018-03-11
A/Sydney/15/2018|EPI_ISL_314608|NSW|2018-03-03,NSW,2018-03-03
A/Sydney/18/2018|EPI_ISL_314607|NSW|2018-03-06,NSW,2018-03-06
A/Sydney/25/2018|EPI_ISL_314604|NSW|2018-01-27,NSW,2018-01-27
A/Brisbane/45/2018|EPI_ISL_314602|QLD|2018-04-17,QLD,2018-04-17
A/Brisbane/57/2018|EPI_ISL_314015|QLD|2018-05-09,QLD,2018-05-09
A/SouthAustralia/11/2018|EPI_ISL_313815|SA|2018-04-03,SA,2018-04-03
A/Sydney/1000/2018|EPI_ISL_313813|NSW|2018-03-14,NSW,2018-03-14
A/Townsville/04/2018|EPI_ISL_313811|QLD|2018-03-12,QLD,2018-03-12
A/Sydney/1196/2017|EPI_ISL_313422|NSW|2017-09-20,NSW,2017-09-20
A/Perth/262/2017|EPI_ISL_313398|WA|2017-09-15,WA,2017-09-15
A/Perth/207/2017|EPI_ISL_313396|WA|2017-09-01,WA,2017-09-01
A/Victoria/133/2017|EPI_ISL_313385|VIC|2017-08-21,VIC,2017-08-21
A/Victoria/123/2017|EPI_ISL_313384|VIC|2017-08-24,VIC,2017-08-24
A/Victoria/118/2017|EPI_ISL_313383|VIC|2017-08-24,VIC,2017-08-24
A/Victoria/72/2017|EPI_ISL_313376|VIC|2017-07-31,VIC,2017-07-31
A/Victoria/120/2017|EPI_ISL_313363|VIC|2017-08-19,VIC,2017-08-19
A/Brisbane/207/2017|EPI_ISL_312606|QLD|2017-12-17,QLD,2017-12-17
A/SouthAustralia/269/2017|EPI_ISL_312604|SA|2017-12-06,SA,2017-12-06
A/Victoria/946/2017|EPI_ISL_312221|VIC|2017-06-16,VIC,2017-06-16
A/Sydney/3/2018|EPI_ISL_312180|NSW|2018-01-26,NSW,2018-01-26
A/Brisbane/203/2017|EPI_ISL_312177|QLD|2017-11-30,QLD,2017-11-30
A/Brisbane/201/2017|EPI_ISL_312176|QLD|2017-11-26,QLD,2017-11-26
A/Brisbane/198/2017|EPI_ISL_312174|QLD|2017-11-19,QLD,2017-11-19
A/Brisbane/196/2017|EPI_ISL_312172|QLD|2017-11-11,QLD,2017-11-11
A/Sydney/12/2018|EPI_ISL_312167|NSW|2018-01-13,NSW,2018-01-13
A/Sydney/11/2018|EPI_ISL_312166|NSW|2018-01-19,NSW,2018-01-19
A/Brisbane/22/2018|EPI_ISL_312160|QLD|2018-02-17,QLD,2018-02-17
A/Brisbane/17/2018|EPI_ISL_312158|QLD|2018-02-09,QLD,2018-02-09
A/Brisbane/14/2018|EPI_ISL_312156|QLD|2018-02-01,QLD,2018-02-01
A/Brisbane/13/2018|EPI_ISL_312155|QLD|2018-02-03,QLD,2018-02-03
A/Brisbane/11/2018|EPI_ISL_312153|QLD|2018-01-31,QLD,2018-01-31
A/Brisbane/07/2018|EPI_ISL_312150|QLD|2018-01-04,QLD,2018-01-04
A/Newcastle/206/2017|EPI_ISL_312146|NSW|2017-12-11,NSW,2017-12-11
A/Canberra/7/2016|EPI_ISL_308756|ACT|2016-04-10,ACT,2016-04-10
A/Brisbane/185/2017|EPI_ISL_305343|QLD|2017-10-30,QLD,2017-10-30
A/Townsville/18/2017|EPI_ISL_299661|QLD|2017-12-29,QLD,2017-12-29
A/Sydney/1200/2017|EPI_ISL_299642|NSW|2017-09-28,NSW,2017-09-28
A/Brisbane/1097/2017|EPI_ISL_299639|QLD|2017-03-10,QLD,2017-03-10
A/Sydney/224/2017|EPI_ISL_299607|NSW|2017-12-04,NSW,2017-12-04
A/Perth/329/2017|EPI_ISL_293832|WA|2017-10-14,WA,2017-10-14
A/Victoria/899/2017|EPI_ISL_293815|VIC|2017-10-11,VIC,2017-10-11
A/Brisbane/185/2017|EPI_ISL_293799|QLD|2017-10-30,QLD,2017-10-30
A/Tasmania/69/2017|EPI_ISL_293788|TAS|2017-10-23,TAS,2017-10-23
A/Victoria/192/2017|EPI_ISL_293781|VIC|2017-09-07,VIC,2017-09-07
A/Victoria/943/2017|EPI_ISL_293773|VIC|2017-09-20,VIC,2017-09-20
A/Victoria/201/2017|EPI_ISL_293770|VIC|2017-09-15,VIC,2017-09-15
A/Perth/225/2017|EPI_ISL_293765|WA|2017-09-06,WA,2017-09-06
A/Victoria/893/2017|EPI_ISL_291362|VIC|2017-10-04,VIC,2017-10-04
A/Victoria/208/2017|EPI_ISL_291354|VIC|2017-09-21,VIC,2017-09-21
A/Victoria/871/2017|EPI_ISL_291353|VIC|2017-09-22,VIC,2017-09-22
A/SouthAustralia/246/2017|EPI_ISL_291337|SA|2017-09-05,SA,2017-09-05
A/Victoria/870/2017|EPI_ISL_291317|VIC|2017-09-21,VIC,2017-09-21
A/Victoria/746/2017|EPI_ISL_291277|VIC|2017-09-09,VIC,2017-09-09
A/Victoria/624/2017|EPI_ISL_291271|VIC|2017-08-11,VIC,2017-08-11
A/Victoria/745/2017|EPI_ISL_289911|VIC|2017-09-09,VIC,2017-09-09
