#node	date	numeric date
A/Sydney/25/2018|EPI_ISL_314604|NSW|2018-01-27	2018-01-27	2018.073922
NODE_0000419	2017-03-02	2017.168491
A/Newcastle/206/2017|EPI_ISL_312146|NSW|2017-12-11	2017-12-11	2017.944559
NODE_0000420	2017-09-09	2017.690021
A/Newcastle/9/2018|EPI_ISL_321457|NSW|2018-02-21	2018-02-21	2018.142368
A/Brisbane/58/2018|EPI_ISL_320361|QLD|2018-04-24	2018-04-24	2018.312115
NODE_0000425	2017-03-11	2017.193271
A/Sydney/515/2018|EPI_ISL_322339|NSW|2018-04-21	2018-04-21	2018.303901
A/SouthAustralia/11/2018|EPI_ISL_313815|SA|2018-04-03	2018-04-03	2018.254620
NODE_0000427	2017-06-03	2017.422323
A/Brisbane/43/2018|EPI_ISL_330023|Queensland|2018-04-07	2018-04-07	2018.265572
A/SouthAustralia/3/2018|EPI_ISL_314613|SA|2018-01-08	2018-01-08	2018.021903
NODE_0000429	2017-06-14	2017.453333
A/Brisbane/57/2018|EPI_ISL_314015|QLD|2018-05-09	2018-05-09	2018.353183
A/Victoria/909/2018|EPI_ISL_332743|VIC|2018-10-27	2018-10-27	2018.821355
A/Sydney/11/2018|EPI_ISL_312166|NSW|2018-01-19	2018-01-19	2018.052019
A/Brisbane/36/2018|EPI_ISL_331890|QLD|2018-03-24	2018-03-24	2018.227242
A/Sydney/18/2018|EPI_ISL_314607|NSW|2018-03-06	2018-03-06	2018.177960
A/Brisbane/1016/2018|EPI_ISL_333937|QLD|2018-09-24	2018-09-24	2018.731006
A/Sydney/179/2018|EPI_ISL_331776|NSW|2018-10-07	2018-10-07	2018.766598
NODE_0000437	2017-09-24	2017.731092
A/Tasmania/1001/2018|EPI_ISL_332745|TAS|2018-10-02	2018-10-02	2018.752909
A/Brisbane/25/2018|EPI_ISL_314628|QLD|2018-02-23	2018-02-23	2018.147844
NODE_0000447	2017-09-06	2017.681728
A/Perth/1024/2018|EPI_ISL_330114|WA|2018-09-06	2018-09-06	2018.681725
A/Perth/43/2018|EPI_ISL_323050|WA|2018-07-12	2018-07-12	2018.528405
NODE_0000449	2017-08-21	2017.638600
A/Townsville/04/2018|EPI_ISL_313811|QLD|2018-03-12	2018-03-12	2018.194387
A/Brisbane/17/2018|EPI_ISL_312158|QLD|2018-02-09	2018-02-09	2018.109514
NODE_0000433	2017-10-04	2017.760917
A/Sydney/68/2018|EPI_ISL_321451|NSW|2018-07-02	2018-07-02	2018.501027
A/Sydney/182/2018|EPI_ISL_332734|NSW|2018-10-18	2018-10-18	2018.796715
A/Newcastle/13/2018|EPI_ISL_320380|NSW|2018-03-13	2018-03-13	2018.197125
NODE_0000439	2017-08-22	2017.642129
A/Canberra/9/2018|EPI_ISL_329735|ACT|2018-06-14	2018-06-14	2018.451745
NODE_0000440	2017-10-11	2017.779991
A/Brisbane/32/2018|EPI_ISL_320942|QLD|2018-03-13	2018-03-13	2018.197125
A/Brisbane/40/2018|EPI_ISL_320940|QLD|2018-04-04	2018-04-04	2018.257358
NODE_0000444	2017-08-11	2017.611186
A/Sydney/15/2018|EPI_ISL_314608|NSW|2018-03-03	2018-03-03	2018.169747
A/SouthAustralia/5/2018|EPI_ISL_314619|SA|2018-01-24	2018-01-24	2018.065708
A/Newcastle/11/2018|EPI_ISL_320378|NSW|2018-03-23	2018-03-23	2018.224504
NODE_0000451	2014-07-11	2014.528138
A/Victoria/531/2015|EPI_ISL_198013|VIC|2015-06-28	2015-06-28	2015.490075
NODE_0000452	2014-12-08	2014.937197
A/Brisbane/1001/2017|EPI_ISL_277301|QLD|2017-02-27	2017-02-27	2017.158795
NODE_0000453	2015-01-12	2015.033612
NODE_0000677	2015-03-10	2015.191322
NODE_0000463	2015-06-05	2015.429522
A/Sydney/88/2016|EPI_ISL_255453|NSW|2016	2016-01-01	2016.000000
A/SouthAustralia/166/2016|EPI_ISL_249178|SA|2016-12-07	2016-12-08	2016.936345
NODE_0000678	2015-10-22	2015.809709
NODE_0000457	2016-01-18	2016.049544
A/Tasmania/6/2017|EPI_ISL_269373|TAS|2017-01-10	2017-01-10	2017.027379
A/Perth/277/2016|EPI_ISL_289852|WA|2016-09-30	2016-10-01	2016.750171
NODE_0000679	2015-10-22	2015.809709
A/SouthAustralia/112/2016|EPI_ISL_239973|SA|2016-09-08	2016-09-09	2016.689938
NODE_0000680	2015-10-22	2015.809709
NODE_0000460	2016-01-10	2016.029050
A/Brisbane/286/2016|EPI_ISL_243972|QLD|2016-10-20	2016-10-21	2016.804928
A/Brisbane/224/2016|EPI_ISL_239901|QLD|2016-09-25	2016-09-26	2016.736482
A/Brisbane/314/2016|EPI_ISL_249251|QLD|2016-11-30	2016-12-01	2016.917180
NODE_0000681	2015-10-22	2015.809709
A/Victoria/149/2016|EPI_ISL_244013|VIC|2016-10-14	2016-10-15	2016.788501
NODE_0000682	2015-10-22	2015.809709
A/Sydney/311/2016|EPI_ISL_249229|NSW|2016-10-20	2016-10-21	2016.804928
A/SouthAustralia/153/2016|EPI_ISL_249238|SA|2016-11-23	2016-11-24	2016.898015
NODE_0000464	2015-02-06	2015.101522
A/Brisbane/197/2015|EPI_ISL_209072|QLD|2015-11-09	2015-11-09	2015.856947
NODE_0000482	2015-04-09	2015.272766
A/Victoria/109/2016|EPI_ISL_243940|VIC|2016-09-02	2016-09-03	2016.673511
A/SouthAustralia/1036/2015|EPI_ISL_287840|SA|2015-10-12	2015-10-12	2015.780287
NODE_0000697	2015-03-05	2015.176440
NODE_0000476	2015-05-31	2015.414701
A/Victoria/582/2016|EPI_ISL_234222|VIC|2016-08-17	2016-08-18	2016.629706
A/Victoria/2015/2016|EPI_ISL_233819|VIC|2016-03-15	2016-03-16	2016.205339
NODE_0000698	2015-03-10	2015.189791
A/SouthAustralia/31/2017|EPI_ISL_269342|SA|2017-02-06	2017-02-06	2017.101300
NODE_0000699	2015-04-11	2015.278857
NODE_0000470	2015-07-07	2015.517069
A/Canberra/7/2016|EPI_ISL_308756|ACT|2016-04-10	2016-04-11	2016.276523
NODE_0000471	2016-03-16	2016.205613
A/Victoria/670/2016|EPI_ISL_244062|VIC|2016-11-11	2016-11-12	2016.865161
NODE_0000472	2016-04-28	2016.324566
A/SouthAustralia/157/2016|EPI_ISL_249234|SA|2016-11-20	2016-11-21	2016.889802
A/SouthAustralia/3/2017|EPI_ISL_269300|SA|2017-01-02	2017-01-02	2017.005476
A/SouthAustralia/22/2018|EPI_ISL_323115|SA|2018-08-01	2018-08-01	2018.583162
NODE_0000683	2015-06-30	2015.495960
A/SouthAustralia/35/2016|EPI_ISL_233234|SA|2016-06-20	2016-06-21	2016.470910
NODE_0000684	2015-07-03	2015.506251
NODE_0000484	2015-09-27	2015.741555
A/Newcastle/102/2016|EPI_ISL_234180|NSW|2016-08-05	2016-08-06	2016.596851
A/SouthAustralia/60/2016|EPI_ISL_233313|SA|2016-07-13	2016-07-14	2016.533881
NODE_0000685	2015-07-05	2015.510177
NODE_0000486	2015-10-07	2015.768222
A/SouthAustralia/149/2016|EPI_ISL_249233|SA|2016-11-19	2016-11-20	2016.887064
A/SouthAustralia/38/2016|EPI_ISL_233228|SA|2016-07-03	2016-07-04	2016.506502
A/Sydney/78/2017|EPI_ISL_271239|NSW|2017-04-05	2017-04-05	2017.260096
NODE_0000686	2015-07-05	2015.510177
NODE_0000479	2015-10-04	2015.759002
A/Newcastle/48/2016|EPI_ISL_255496|NSW|2016-07-14	2016-07-15	2016.536619
A/Victoria/660/2016|EPI_ISL_244003|VIC|2016-10-26	2016-10-27	2016.821355
A/Sydney/153/2016|EPI_ISL_233282|NSW|2016-07-03	2016-07-04	2016.506502
NODE_0000687	2015-07-05	2015.510177
NODE_0000469	2015-11-18	2015.883893
A/Brisbane/288/2016|EPI_ISL_243974|QLD|2016-10-24	2016-10-25	2016.815880
A/SouthAustralia/115/2016|EPI_ISL_239957|SA|2016-09-15	2016-09-16	2016.709103
NODE_0000466	2015-12-28	2015.992501
A/SouthAustralia/18/2017|EPI_ISL_269305|SA|2017-01-18	2017-01-18	2017.049281
A/SouthAustralia/147/2016|EPI_ISL_288843|SA|2016-11-11	2016-11-12	2016.865161
NODE_0000488	2015-03-01	2015.166154
A/Brisbane/66/2016|EPI_ISL_289133|QLD|2016-03-08	2016-03-09	2016.186174
NODE_0000489	2015-03-25	2015.230810
A/Perth/78/2016|EPI_ISL_234101|WA|2016-07-24	2016-07-25	2016.563997
A/Sydney/1048/2016|EPI_ISL_255549|NSW|2016-08-05	2016-08-06	2016.596851
NODE_0000495	2015-10-17	2015.796076
A/Victoria/2505/2016|EPI_ISL_255552|VIC|2016-09-02	2016-09-03	2016.673511
A/Victoria/542/2016|EPI_ISL_234151|VIC|2016-08-01	2016-08-02	2016.585900
NODE_0000490	2015-11-21	2015.890463
A/Sydney/134/2016|EPI_ISL_233281|NSW|2016-07-09	2016-07-10	2016.522930
NODE_0000491	2016-01-02	2016.007415
A/SouthAustralia/135/2016|EPI_ISL_255985|SA|2016-10-01	2016-10-02	2016.752909
A/Brisbane/296/2016|EPI_ISL_243995|QLD|2016-11-07	2016-11-08	2016.854209
NODE_0000497	2015-05-15	2015.369870
A/Brisbane/285/2016|EPI_ISL_275281|QLD|2016-10-20	2016-10-21	2016.804928
NODE_0000498	2015-08-22	2015.641271
A/Sydney/80/2016|EPI_ISL_233805|NSW|2016-03-03	2016-03-04	2016.172485
A/Sydney/80/2016|EPI_ISL_289146|NSW|2016-03-03	2016-03-04	2016.172485
NODE_0000499	2015-04-20	2015.301524
A/Tasmania/1/2017|EPI_ISL_269371|TAS|2017-01-11	2017-01-11	2017.030116
NODE_0000531	2016-01-01	2016.000658
A/Victoria/624/2016|EPI_ISL_239849|VIC|2016-11-07	2016-11-08	2016.854209
A/Sydney/1100/2016|EPI_ISL_239960|NSW|2016-09-08	2016-09-09	2016.689938
A/Perth/191/2016|EPI_ISL_249271|WA|2016-09-02	2016-09-03	2016.673511
NODE_0000500	2015-07-15	2015.536723
NODE_0000501	2016-01-11	2016.032063
A/Brisbane/11/2017|EPI_ISL_269352|QLD|2017-01-04	2017-01-04	2017.010951
A/Perth/186/2016|EPI_ISL_249265|WA|2016-09-01	2016-09-02	2016.670773
NODE_0000502	2015-08-18	2015.630738
NODE_0000510	2015-09-20	2015.722094
A/SouthAustralia/39/2016|EPI_ISL_233229|SA|2016-07-03	2016-07-04	2016.506502
NODE_0000511	2015-12-28	2015.992358
A/Victoria/12/2016|EPI_ISL_233226|VIC|2016-06-18	2016-06-19	2016.465435
NODE_0000512	2016-05-02	2016.336455
A/Tasmania/215/2016|EPI_ISL_249204|TAS|2016-12-10	2016-12-11	2016.944559
A/Victoria/2079/2016|EPI_ISL_234229|VIC|2016-08-11	2016-08-12	2016.613279
NODE_0000503	2015-11-27	2015.906402
A/Sydney/1092/2016|EPI_ISL_239951|NSW|2016-09-02	2016-09-03	2016.673511
A/Newcastle/61/2016|EPI_ISL_255502|NSW|2016-06-29	2016-06-30	2016.495551
A/Tasmania/201/2016|EPI_ISL_249277|TAS|2016-11-13	2016-11-14	2016.870637
NODE_0000507	2016-02-07	2016.104127
A/Victoria/102/2016|EPI_ISL_239979|VIC|2016-09-06	2016-09-07	2016.684463
A/Victoria/548/2016|EPI_ISL_234159|VIC|2016-08-15	2016-08-16	2016.624230
NODE_0000508	2016-02-27	2016.161462
A/Brisbane/23/2017|EPI_ISL_269357|QLD|2017-01-16	2017-01-16	2017.043806
A/Sydney/12/2017|EPI_ISL_269268|ACT|2017-01-05	2017-01-05	2017.013689
NODE_0000513	2015-11-07	2015.852071
NODE_0000514	2016-06-04	2016.425432
A/SouthAustralia/72/2017|EPI_ISL_269438|SA|2017-04-10	2017-04-10	2017.273785
A/Newcastle/5/2017|EPI_ISL_269309|NSW|2017-01-24	2017-01-24	2017.065708
NODE_0000515	2016-02-22	2016.146726
A/Sydney/61/2017|EPI_ISL_269409|NSW|2017-03-19	2017-03-19	2017.213552
A/Victoria/2036/2017|EPI_ISL_277319|VIC|2017-07-12	2017-07-12	2017.528405
A/Newcastle/7/2017|EPI_ISL_269310|NSW|2017-01-14	2017-01-14	2017.038330
A/Tasmania/7/2017|EPI_ISL_269374|TAS|2017-01-25	2017-01-25	2017.068446
NODE_0000517	2016-09-24	2016.731578
A/Sydney/1011/2017|EPI_ISL_275227|NSW|2017-06-21	2017-06-21	2017.470910
A/SouthAustralia/45/2017|EPI_ISL_269391|SA|2017-03-05	2017-03-05	2017.175222
NODE_0000525	2016-11-26	2016.905526
A/Victoria/2008/2017|EPI_ISL_274933|VIC|2017-04-01	2017-04-01	2017.249144
A/Victoria/708/2017|EPI_ISL_283122|VIC|2017-09-02	2017-09-02	2017.670773
NODE_0000521	2016-08-04	2016.591868
A/Sydney/149/2017|EPI_ISL_277317|NSW|2017-06-21	2017-06-21	2017.470910
A/Sydney/50/2017|EPI_ISL_269404|NSW|2017-03-01	2017-03-01	2017.164271
A/Townsville/1012/2017|EPI_ISL_289861|QLD|2017-08-28	2017-08-28	2017.657084
NODE_0000526	2016-05-08	2016.350494
A/Victoria/617/2017|EPI_ISL_277603|VIC|2017-07-28	2017-07-28	2017.572211
A/Newcastle/28/2017|EPI_ISL_269370|NSW|2017-03-08	2017-03-08	2017.183436
NODE_0000528	2016-09-24	2016.731814
A/Sydney/82/2017|EPI_ISL_275582|NSW|2017-04-11	2017-04-11	2017.276523
A/Victoria/46/2017|EPI_ISL_277358|VIC|2017-07-15	2017-07-15	2017.536619
NODE_0000533	2015-06-03	2015.424054
A/Sydney/96/2016|EPI_ISL_233276|NSW|2016-05-13	2016-05-14	2016.366872
NODE_0000534	2015-10-27	2015.821716
NODE_0000535	2015-11-21	2015.891017
A/Sydney/84/2017|EPI_ISL_271240|NSW|2017-04-07	2017-04-07	2017.265572
NODE_0000550	2016-02-24	2016.150801
A/Perth/68/2017|EPI_ISL_269428|WA|2017-04-02	2017-04-02	2017.251882
A/Victoria/72/2017|EPI_ISL_313376|VIC|2017-07-31	2017-07-31	2017.580424
NODE_0000551	2016-08-07	2016.601502
A/Brisbane/299/2016|EPI_ISL_269287|QLD|2016-10-29	2016-10-30	2016.829569
A/Brisbane/299/2016|EPI_ISL_243998|QLD|2016-10-29	2016-10-30	2016.829569
NODE_0000541	2015-12-26	2015.986008
A/Newcastle/187/2016|EPI_ISL_289031|NSW|2016-09-10	2016-09-11	2016.695414
NODE_0000542	2016-02-05	2016.100019
NODE_0000543	2016-08-22	2016.641567
A/Newcastle/34/2017|EPI_ISL_275545|NSW|2017-03-14	2017-03-14	2017.199863
NODE_0000544	2016-11-17	2016.879754
A/SouthAustralia/51/2017|EPI_ISL_269396|SA|2017-03-21	2017-03-21	2017.219028
A/Brisbane/13/2018|EPI_ISL_312155|QLD|2018-02-03	2018-02-03	2018.093087
NODE_0000545	2016-05-30	2016.411301
A/Newcastle/4/2017|EPI_ISL_269308|NSW|2017-01-25	2017-01-25	2017.068446
NODE_0000546	2016-09-25	2016.734354
A/SouthAustralia/185/2017|EPI_ISL_277314|SA|2017-07-01	2017-07-01	2017.498289
NODE_0000547	2016-10-23	2016.810876
A/SouthAustralia/90/2017|EPI_ISL_274987|SA|2017-05-09	2017-05-09	2017.353183
NODE_0000548	2016-12-09	2016.939709
A/Sydney/103/2017|EPI_ISL_274988|NSW|2017-03-29	2017-03-29	2017.240931
A/Tasmania/37/2017|EPI_ISL_282649|TAS|2017-07-20	2017-07-20	2017.550308
NODE_0000700	2015-12-03	2015.923718
NODE_0000536	2016-05-26	2016.400431
A/Victoria/2052/2017|EPI_ISL_277588|VIC|2017-06-29	2017-06-29	2017.492813
A/Sydney/52/2017|EPI_ISL_275806|NSW|2017	2017-01-01	2017.000000
A/Victoria/32/2017|EPI_ISL_277593|VIC|2017-07-10	2017-07-10	2017.522930
A/SouthAustralia/170/2017|EPI_ISL_275240|SA|2017-06-26	2017-06-26	2017.484600
NODE_0000688	2016-02-13	2016.121719
A/Victoria/512/2016|EPI_ISL_233279|VIC|2016-07-13	2016-07-14	2016.533881
NODE_0000554	2016-11-01	2016.837619
A/Sydney/12/2018|EPI_ISL_312167|NSW|2018-01-13	2018-01-13	2018.035592
NODE_0000556	2017-04-09	2017.272998
A/Darwin/1010/2017|EPI_ISL_288942|NT|2017-08-21	2017-08-21	2017.637919
A/Brisbane/101/2018|EPI_ISL_322714|QLD|2018-07-02	2018-07-02	2018.501027
NODE_0000557	2017-02-22	2017.147269
A/SouthAustralia/1/2018|EPI_ISL_314614|SA|2018-01-04	2018-01-04	2018.010951
NODE_0000558	2017-04-22	2017.307178
A/Victoria/2042/2018|EPI_ISL_331775|VIC|2018-08-28	2018-08-28	2018.657084
A/SouthAustralia/7/2018|EPI_ISL_314611|SA|2018-03-11	2018-03-11	2018.191650
A/SouthAustralia/75/2018|EPI_ISL_332740|SA|2018-09-21	2018-09-21	2018.722793
NODE_0000561	2017-06-10	2017.441489
A/SouthAustralia/164/2018|EPI_ISL_336143|SA|2018-11-05	2018-11-05	2018.845996
NODE_0000562	2017-07-26	2017.566763
A/Sydney/22/2018|EPI_ISL_330026|NSW|2018-03-03	2018-03-03	2018.169747
A/SouthAustralia/1009/2018|EPI_ISL_322342|SA|2018-07-17	2018-07-17	2018.542094
NODE_0000564	2017-11-27	2017.908007
A/SouthAustralia/116/2018|EPI_ISL_332793|SA|2018-10-08	2018-10-08	2018.769336
A/Newcastle/48/2018|EPI_ISL_323048|NSW|2018-08-12	2018-08-12	2018.613279
NODE_0000565	2016-04-10	2016.275806
NODE_0000567	2016-12-18	2016.964608
A/Victoria/513/2017|EPI_ISL_275266|VIC|2017-07-04	2017-07-04	2017.506502
A/Victoria/871/2017|EPI_ISL_291353|VIC|2017-09-22	2017-09-22	2017.725530
NODE_0000568	2016-10-02	2016.753765
A/Sydney/1122/2017|EPI_ISL_288905|NSW|2017-08-20	2017-08-20	2017.635181
NODE_0000569	2017-04-04	2017.259789
A/SouthAustralia/176/2018|EPI_ISL_336141|SA|2018-11-03	2018-11-03	2018.840520
A/Victoria/753/2018|EPI_ISL_336142|VIC|2018-11-07	2018-11-07	2018.851472
NODE_0000570	2018-01-08	2018.024522
A/SouthAustralia/123/2018|EPI_ISL_332656|SA|2018-10-10	2018-10-10	2018.774812
A/Victoria/23/2018|EPI_ISL_331784|VIC|2018-10-01	2018-10-01	2018.750171
NODE_0000573	2016-07-11	2016.525883
A/Sydney/1013/2017|EPI_ISL_277305|NSW|2017-06-29	2017-06-29	2017.492813
A/Townsville/1002/2017|EPI_ISL_275225|QLD|2017-06-14	2017-06-14	2017.451745
A/Newcastle/36/2017|EPI_ISL_274986|NSW|2017-04-16	2017-04-16	2017.290212
A/Canberra/6/2017|EPI_ISL_269448|ACT|2017-04-13	2017-04-13	2017.281999
A/Victoria/946/2017|EPI_ISL_312221|VIC|2017-06-16	2017-06-16	2017.457221
A/Newcastle/54/2017|EPI_ISL_275203|NSW|2017-06-24	2017-06-24	2017.479124
NODE_0000579	2016-10-23	2016.812600
A/Sydney/1200/2017|EPI_ISL_299642|NSW|2017-09-28	2017-09-28	2017.741958
A/Tasmania/32/2017|EPI_ISL_278010|TAS|2017-07-16	2017-07-16	2017.539357
A/Perth/207/2017|EPI_ISL_313396|WA|2017-09-01	2017-09-01	2017.668036
NODE_0000581	2016-07-17	2016.542431
A/Sydney/1000/2018|EPI_ISL_313813|NSW|2018-03-14	2018-03-14	2018.199863
A/Brisbane/1097/2017|EPI_ISL_299639|QLD|2017-03-10	2017-03-10	2017.188912
A/Brisbane/53/2017|EPI_ISL_274944|QLD|2017-04-24	2017-04-24	2017.312115
A/SouthAustralia/125/2017|EPI_ISL_271294|SA|2017-06-05	2017-06-05	2017.427105
NODE_0000613	2016-10-23	2016.812166
A/Victoria/2111/2017|EPI_ISL_288961|VIC|2017-08-12	2017-08-12	2017.613279
A/Victoria/899/2017|EPI_ISL_293815|VIC|2017-10-11	2017-10-11	2017.777550
NODE_0000606	2017-02-09	2017.109781
A/Perth/262/2017|EPI_ISL_313398|WA|2017-09-15	2017-09-15	2017.706366
NODE_0000607	2017-05-04	2017.340858
A/Brisbane/207/2017|EPI_ISL_312606|QLD|2017-12-17	2017-12-17	2017.960986
A/Brisbane/201/2017|EPI_ISL_312176|QLD|2017-11-26	2017-11-26	2017.903491
NODE_0000589	2016-10-27	2016.822461
A/Victoria/531/2017|EPI_ISL_275271|VIC|2017-07-08	2017-07-08	2017.517454
A/Brisbane/196/2017|EPI_ISL_312172|QLD|2017-11-11	2017-11-11	2017.862423
NODE_0000591	2017-03-05	2017.177539
A/Victoria/646/2017|EPI_ISL_277921|VIC|2017-08-10	2017-08-10	2017.607803
A/Victoria/893/2017|EPI_ISL_291362|VIC|2017-10-04	2017-10-04	2017.758385
NODE_0000608	2016-10-24	2016.813340
A/Darwin/1011/2017|EPI_ISL_288943|NT|2017-08-23	2017-08-23	2017.643395
NODE_0000609	2016-12-28	2016.991592
A/Victoria/745/2017|EPI_ISL_289911|VIC|2017-09-09	2017-09-09	2017.689938
NODE_0000610	2017-04-12	2017.281712
A/Brisbane/185/2017|EPI_ISL_305343|QLD|2017-10-30	2017-10-30	2017.829569
A/Brisbane/185/2017|EPI_ISL_293799|QLD|2017-10-30	2017-10-30	2017.829569
NODE_0000617	2016-09-26	2016.738432
A/Newcastle/87/2017|EPI_ISL_275213|NSW|2017-06-07	2017-06-07	2017.432580
NODE_0000618	2016-11-22	2016.894802
A/Sydney/34/2018|EPI_ISL_321455|NSW|2018-04-13	2018-04-13	2018.281999
NODE_0000619	2017-01-18	2017.051886
A/Victoria/718/2017|EPI_ISL_288967|VIC|2017-08-31	2017-08-31	2017.665298
NODE_0000620	2017-02-28	2017.163791
A/Brisbane/140/2017|EPI_ISL_283124|QLD|2017-08-22	2017-08-22	2017.640657
A/Victoria/624/2017|EPI_ISL_291271|VIC|2017-08-11	2017-08-11	2017.610541
NODE_0000701	2016-10-25	2016.817589
A/Victoria/548/2017|EPI_ISL_277995|VIC|2017-07-14	2017-07-14	2017.533881
NODE_0000702	2016-10-31	2016.834084
A/Tasmania/30/2017|EPI_ISL_278009|TAS|2017-07-14	2017-07-14	2017.533881
NODE_0000703	2016-12-11	2016.944771
A/SouthAustralia/1043/2017|EPI_ISL_288941|SA|2017-08-29	2017-08-29	2017.659822
NODE_0000704	2016-12-28	2016.993431
A/Townsville/18/2017|EPI_ISL_299661|QLD|2017-12-29	2017-12-29	2017.993840
NODE_0000705	2016-12-28	2016.993431
A/SouthAustralia/1053/2017|EPI_ISL_289869|SA|2017-09-05	2017-09-05	2017.678987
NODE_0000706	2016-12-30	2016.998331
NODE_0000628	2017-03-26	2017.234698
A/Victoria/870/2017|EPI_ISL_291317|VIC|2017-09-21	2017-09-21	2017.722793
NODE_0000629	2017-12-02	2017.921193
A/SouthAustralia/199/2018|EPI_ISL_334087|SA|2018-11-20	2018-11-20	2018.887064
A/SouthAustralia/1028/2018|EPI_ISL_332647|SA|2018-10-13	2018-10-13	2018.783025
NODE_0000707	2017-01-01	2017.005366
A/Perth/329/2017|EPI_ISL_293832|WA|2017-10-14	2017-10-14	2017.785763
NODE_0000708	2017-01-01	2017.005366
NODE_0000614	2017-03-30	2017.245440
A/Brisbane/115/2018|EPI_ISL_322717|QLD|2018-07-19	2018-07-19	2018.547570
A/Tasmania/69/2017|EPI_ISL_293788|TAS|2017-10-23	2017-10-23	2017.810404
NODE_0000709	2017-01-02	2017.005503
NODE_0000585	2017-07-13	2017.533125
A/Brisbane/14/2018|EPI_ISL_312156|QLD|2018-02-01	2018-02-01	2018.087611
A/Newcastle/19/2018|EPI_ISL_329733|NSW|2018-03-12	2018-03-12	2018.194387
A/Victoria/2104/2018|EPI_ISL_334089|VIC|2018-10-08	2018-10-08	2018.769336
NODE_0000710	2017-01-02	2017.005503
A/Brisbane/198/2017|EPI_ISL_312174|QLD|2017-11-19	2017-11-19	2017.884326
NODE_0000711	2017-01-02	2017.005503
A/Darwin/1000/2018|EPI_ISL_314623|NT|2018-01-23	2018-01-23	2018.062971
NODE_0000593	2017-04-20	2017.303858
A/Victoria/2038/2018|EPI_ISL_330734|VIC|2018-08-22	2018-08-22	2018.640657
A/SouthAustralia/1067/2017|EPI_ISL_289892|SA|2017-09-14	2017-09-14	2017.703628
A/Brisbane/22/2018|EPI_ISL_312160|QLD|2018-02-17	2018-02-17	2018.131417
A/Perth/1029/2018|EPI_ISL_332732|WA|2018-09-21	2018-09-21	2018.722793
A/SouthAustralia/1023/2018|EPI_ISL_332733|SA|2018-09-28	2018-09-28	2018.741958
A/Victoria/2093/2018|EPI_ISL_334091|VIC|2018-10-03	2018-10-03	2018.755647
NODE_0000600	2017-08-23	2017.644788
A/Townsville/23/2018|EPI_ISL_322727|QLD|2018-07-21	2018-07-21	2018.553046
A/Brisbane/64/2018|EPI_ISL_320401|QLD|2018-05-21	2018-05-21	2018.386037
NODE_0000601	2017-06-19	2017.466189
A/Brisbane/07/2018|EPI_ISL_312150|QLD|2018-01-04	2018-01-04	2018.010951
A/SouthAustralia/12/2018|EPI_ISL_320398|SA|2018-05-29	2018-05-29	2018.407940
A/Sydney/1002/2018|EPI_ISL_320399|NSW|2018-06-08	2018-06-08	2018.435318
A/Victoria/1004/2018|EPI_ISL_332744|VIC|2018-10-03	2018-10-03	2018.755647
